,device_id,device_name,usage_timeframe,location_latitude,location_longitude
221,221,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665576000,33.86597,35.48602
222,222,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665577000,33.86575,35.486
223,223,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665578000,33.86566,35.48598
224,224,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665579000,33.86556,35.48597
225,225,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665580000,33.86556,35.48597
226,226,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665582000,33.86531,35.48591
227,227,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665583000,33.86514,35.48588
228,228,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665584000,33.86505,35.48587
229,229,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665585000,33.86485,35.48585
230,230,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665586000,33.86467,35.48584
231,231,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665587000,33.86421,35.48581
232,232,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665588000,33.86287,35.48571
233,233,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665589000,33.86268,35.4857
234,234,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665591000,33.86232,35.48567
235,235,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665593000,33.86197,35.48565
236,236,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665594000,33.86195,35.48565
237,237,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665595000,33.86172,35.48564
238,238,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665596000,33.86145,35.48562
239,239,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665597000,33.86139,35.48562
240,240,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665598000,33.86134,35.48563
241,241,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665599000,33.86127,35.48563
242,242,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665600000,33.86115,35.48563
243,243,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665602000,33.86089,35.48562
244,244,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665603000,33.8606,35.4856
245,245,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665606000,33.86028,35.4856
246,246,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665607000,33.86028,35.4856
247,247,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665608000,33.86027,35.48559
248,248,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665609000,33.86026,35.48558
249,249,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665610000,33.86026,35.48557
250,250,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665611000,33.86025,35.48557
251,251,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665612000,33.86024,35.48556
252,252,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665613000,33.86023,35.48556
253,253,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665614000,33.86023,35.48555
254,254,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665616000,33.86022,35.48555
255,255,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665617000,33.86021,35.48554
256,256,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665618000,33.8602,35.48554
257,257,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665619000,33.86016,35.48552
258,258,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665620000,33.86012,35.48552
259,259,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665621000,33.86008,35.48552
260,260,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665622000,33.86004,35.48553
261,261,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665623000,33.86002,35.48553
262,262,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665625000,33.86,35.48554
263,263,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665627000,33.85997,35.48556
264,264,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665628000,33.85995,35.48559
265,265,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665629000,33.85993,35.48562
266,266,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665630000,33.85991,35.48567
267,267,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665631000,33.8599,35.48571
268,268,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665632000,33.85989,35.48576
269,269,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665634000,33.85989,35.48579
270,270,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665635000,33.85989,35.4858
271,271,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665636000,33.85989,35.48581
272,272,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665637000,33.8599,35.48586
273,273,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665638000,33.85991,35.4859
274,274,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665639000,33.85992,35.48594
275,275,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665640000,33.85995,35.48598
276,276,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665641000,33.85995,35.48599
277,277,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665642000,33.85996,35.486
278,278,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665643000,33.85997,35.48601
279,279,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665644000,33.85998,35.48602
280,280,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665645000,33.86004,35.48621
281,281,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665646000,33.86005,35.48629
282,282,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665647000,33.86006,35.4864
283,283,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665648000,33.86006,35.48642
284,284,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665649000,33.86005,35.48699
285,285,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665650000,33.86005,35.48699
286,286,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665651000,33.85987,35.48698
287,287,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665652000,33.85968,35.48697
288,288,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665653000,33.85924,35.48694
289,289,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665654000,33.85869,35.48685
290,290,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665655000,33.85848,35.48684
291,291,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665656000,33.85842,35.48684
292,292,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665657000,33.85835,35.48684
293,293,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665658000,33.85813,35.48682
294,294,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665659000,33.8577,35.48679
295,295,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665660000,33.8577,35.48679
296,296,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665661000,33.8577,35.48696
297,297,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665662000,33.85769,35.48705
298,298,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665663000,33.85769,35.48705
299,299,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665664000,33.8577,35.48696
300,300,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665665000,33.8577,35.48679
301,301,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665666000,33.8577,35.48679
302,302,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665667000,33.85813,35.48682
303,303,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665669000,33.85835,35.48684
304,304,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665670000,33.85842,35.48684
305,305,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665671000,33.85848,35.48684
306,306,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665672000,33.85869,35.48685
307,307,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665673000,33.85924,35.48694
308,308,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665676000,33.85968,35.48697
309,309,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665677000,33.85987,35.48698
310,310,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665678000,33.86005,35.48699
311,311,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665679000,33.86005,35.48699
312,312,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665680000,33.86004,35.48723
313,313,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665681000,33.86003,35.48739
314,314,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665684000,33.86003,35.48741
315,315,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665685000,33.86003,35.4876
316,316,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665686000,33.86003,35.48761
317,317,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665687000,33.86002,35.48781
318,318,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665688000,33.86002,35.48783
319,319,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665689000,33.86001,35.48829
320,320,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665690000,33.86,35.48863
321,321,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665691000,33.86,35.48869
322,322,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665692000,33.86,35.4887
323,323,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665694000,33.85999,35.48902
324,324,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665695000,33.85999,35.48912
325,325,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665697000,33.86,35.48975
326,326,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665698000,33.86,35.48986
327,327,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665699000,33.85999,35.49029
328,328,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665700000,33.85999,35.4903
329,329,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665702000,33.85999,35.49051
330,330,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665703000,33.85999,35.49057
331,331,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665704000,33.85995,35.49202
332,332,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665706000,33.85995,35.49209
333,333,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665707000,33.85993,35.49266
334,334,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665708000,33.85993,35.49289
335,335,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665710000,33.85992,35.49328
336,336,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665711000,33.85989,35.49341
337,337,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665712000,33.85984,35.49353
338,338,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665713000,33.85984,35.49353
339,339,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665714000,33.85981,35.49355
340,340,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665715000,33.85977,35.49358
341,341,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665716000,33.85962,35.49366
342,342,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665717000,33.85956,35.49367
343,343,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665718000,33.85948,35.49367
344,344,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665720000,33.85946,35.49367
345,345,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665721000,33.85889,35.49361
346,346,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665722000,33.85886,35.49361
347,347,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665723000,33.85872,35.4936
348,348,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665724000,33.85807,35.49355
349,349,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665725000,33.8577,35.49354
350,350,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665726000,33.85769,35.49354
351,351,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665727000,33.85759,35.49353
352,352,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665728000,33.8573,35.49348
353,353,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665729000,33.8573,35.49348
354,354,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665730000,33.85729,35.49339
355,355,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665731000,33.85728,35.49336
356,356,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665732000,33.85724,35.49327
357,357,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665733000,33.85719,35.49319
358,358,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665734000,33.85713,35.49312
359,359,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665735000,33.85707,35.49308
360,360,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665736000,33.85705,35.49307
361,361,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665737000,33.85697,35.49303
362,362,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665739000,33.85689,35.49302
363,363,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665740000,33.85679,35.49302
364,364,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665741000,33.85677,35.49303
365,365,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665742000,33.85674,35.49304
366,366,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665743000,33.85672,35.49305
367,367,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665744000,33.85669,35.49306
368,368,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665746000,33.85667,35.49307
369,369,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665747000,33.85664,35.49309
370,370,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665748000,33.85662,35.49311
371,371,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665749000,33.85658,35.49313
372,372,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665750000,33.85658,35.49315
373,373,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665751000,33.85657,35.49316
374,374,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665752000,33.85656,35.49317
375,375,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665753000,33.85625,35.49313
376,376,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665754000,33.85591,35.49311
377,377,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665755000,33.85571,35.4931
378,378,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665756000,33.85549,35.49309
379,379,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665757000,33.85535,35.49309
380,380,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665758000,33.85521,35.49309
381,381,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665759000,33.85511,35.49309
382,382,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665760000,33.85467,35.49309
383,383,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665761000,33.85442,35.49309
384,384,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665762000,33.85397,35.49312
385,385,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665763000,33.85342,35.49315
386,386,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665764000,33.85342,35.49315
387,387,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665765000,33.85339,35.49318
388,388,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665766000,33.85337,35.49319
389,389,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665767000,33.8533,35.49321
390,390,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665768000,33.85266,35.49326
391,391,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665769000,33.8523,35.49331
392,392,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665770000,33.85229,35.49331
393,393,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665773000,33.8521,35.49333
394,394,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665774000,33.85193,35.49335
395,395,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665775000,33.85155,35.49338
396,396,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665776000,33.85154,35.49338
397,397,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665778000,33.85146,35.49339
398,398,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665779000,33.85135,35.4934
399,399,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665780000,33.85128,35.49341
400,400,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665781000,33.85089,35.49343
401,401,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665782000,33.85084,35.49343
402,402,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665783000,33.85075,35.49344
403,403,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665784000,33.85055,35.49345
404,404,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665785000,33.85051,35.49346
405,405,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665786000,33.85043,35.49347
406,406,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665788000,33.85034,35.49347
407,407,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665789000,33.85028,35.49348
408,408,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665791000,33.85025,35.49349
409,409,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665792000,33.85021,35.49352
410,410,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665793000,33.8485,35.49359
411,411,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665794000,33.84761,35.49365
412,412,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665795000,33.8463,35.49372
413,413,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665796000,33.84571,35.49373
414,414,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665798000,33.84369,35.49382
415,415,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665799000,33.84319,35.49384
416,416,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665800000,33.84271,35.49385
417,417,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665801000,33.84222,35.49388
418,418,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665802000,33.84201,35.49391
419,419,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665803000,33.84174,35.49394
420,420,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665804000,33.84126,35.49402
421,421,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665805000,33.84115,35.49404
422,422,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665806000,33.84087,35.4941
423,423,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665807000,33.84024,35.49427
424,424,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665808000,33.84006,35.49432
425,425,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665809000,33.83987,35.49435
426,426,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665810000,33.83969,35.49438
427,427,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665811000,33.8395,35.4944
428,428,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665812000,33.83938,35.4944
429,429,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665813000,33.83931,35.49442
430,430,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665814000,33.8391,35.49445
431,431,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665815000,33.8389,35.49447
432,432,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665816000,33.83869,35.49449
433,433,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665817000,33.83811,35.49447
434,434,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665818000,33.83705,35.49432
435,435,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665819000,33.83683,35.49429
436,436,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665820000,33.83661,35.49426
437,437,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665822000,33.83629,35.49424
438,438,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665823000,33.83582,35.49432
439,439,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665824000,33.83575,35.49434
440,440,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665825000,33.83569,35.49437
441,441,74e13c48-241c-4267-946f-4f5e6c9ec6fc,curator magenta brqKDQgHRl,1707665826000,33.83562,35.4944
